epoch,step,lr,train_loss,train_distill_loss,train_stream_loss,train_non_stream_loss,train_non_stream_apc_loss
75,40600,0.001,0.0055,0.0002,0.0029,0.0024,0.0035
75,40700,0.001,0.0054,0.0002,0.0028,0.0025,0.0035
75,40800,0.001,0.0054,0.0002,0.0027,0.0025,0.0035
75,40900,0.001,0.0054,0.0002,0.0027,0.0025,0.0035
76,41000,0.001,0.0044,0.0002,0.0021,0.002,0.0034
76,41100,0.001,0.0043,0.0002,0.0021,0.002,0.0034
76,41200,0.001,0.0043,0.0002,0.0021,0.002,0.0033
76,41300,0.001,0.0043,0.0002,0.0021,0.002,0.0033
76,41400,0.001,0.0043,0.0002,0.0021,0.002,0.0033
77,41500,0.001,0.0046,0.0002,0.0023,0.0021,0.0032
77,41600,0.001,0.004,0.0002,0.002,0.0019,0.0033
77,41700,0.001,0.004,0.0002,0.002,0.0019,0.0033
77,41800,0.001,0.0041,0.0002,0.002,0.0019,0.0033
77,41900,0.001,0.0041,0.0002,0.0021,0.0019,0.0033
77,42000,0.001,0.0046,0.0002,0.0025,0.0019,0.0033
78,42100,0.001,0.0082,0.0002,0.0055,0.0024,0.0038
78,42200,0.001,0.0084,0.0002,0.0051,0.0031,0.0038
78,42300,0.001,0.0093,0.0002,0.0051,0.004,0.004
78,42400,0.001,0.0097,0.0002,0.0051,0.0044,0.004
78,42500,0.001,0.0096,0.0002,0.0048,0.0045,0.004
79,42600,0.001,0.0057,0.0002,0.0026,0.003,0.0034
79,42700,0.001,0.0056,0.0002,0.0025,0.0029,0.0034
79,42800,0.001,0.0057,0.0002,0.0024,0.0031,0.0033
79,42900,0.001,0.0055,0.0002,0.0023,0.003,0.0033
79,43000,0.001,0.0053,0.0002,0.0023,0.0028,0.0033
79,43100,0.001,0.0051,0.0002,0.0023,0.0027,0.0033
80,43200,0.001,0.0041,0.0002,0.002,0.0019,0.0033
80,43300,0.001,0.0041,0.0002,0.002,0.0019,0.0032
80,43400,0.001,0.004,0.0002,0.002,0.0019,0.0032
80,43500,0.001,0.0041,0.0002,0.002,0.0018,0.0032
80,43600,0.001,0.0041,0.0002,0.0021,0.0018,0.0032
81,43700,0.001,0.0039,0.0002,0.002,0.0017,0.003
81,43800,0.001,0.0039,0.0002,0.002,0.0017,0.0031
81,43900,0.001,0.0039,0.0002,0.0019,0.0017,0.0031
81,44000,0.001,0.0039,0.0002,0.002,0.0017,0.0031
81,44100,0.001,0.0039,0.0002,0.002,0.0017,0.0031
81,44200,0.001,0.004,0.0002,0.0021,0.0017,0.0031
82,44300,0.001,0.0064,0.0002,0.0044,0.0018,0.0034
82,44400,0.001,0.0057,0.0002,0.0037,0.0018,0.0033
82,44500,0.001,0.0057,0.0002,0.0036,0.0019,0.0033
82,44600,0.001,0.0058,0.0002,0.0036,0.002,0.0033
82,44700,0.001,0.0064,0.0002,0.0036,0.0026,0.0034
83,44800,0.001,0.0107,0.0002,0.0045,0.006,0.0041
83,44900,0.001,0.0085,0.0002,0.0036,0.0047,0.0037
83,45000,0.001,0.0076,0.0002,0.0032,0.0042,0.0036
83,45100,0.001,0.0069,0.0002,0.0029,0.0038,0.0035
83,45200,0.001,0.0066,0.0002,0.0028,0.0036,0.0034
83,45300,0.001,0.0064,0.0002,0.0027,0.0035,0.0034
84,45400,0.001,0.0049,0.0002,0.0019,0.0028,0.0032
84,45500,0.001,0.0048,0.0002,0.0019,0.0027,0.0032
84,45600,0.001,0.0046,0.0002,0.0019,0.0025,0.0031
84,45700,0.001,0.0044,0.0002,0.0019,0.0024,0.0031
84,45800,0.001,0.0043,0.0002,0.0019,0.0023,0.0031
85,45900,0.001,0.0035,0.0002,0.0017,0.0017,0.0031
85,46000,0.001,0.0034,0.0002,0.0016,0.0016,0.003
85,46100,0.001,0.0034,0.0002,0.0016,0.0016,0.003
85,46200,0.001,0.0034,0.0002,0.0016,0.0016,0.003
85,46300,0.001,0.0034,0.0002,0.0017,0.0016,0.003
85,46400,0.001,0.0035,0.0002,0.0017,0.0016,0.003
86,46500,0.001,0.0037,0.0002,0.0017,0.0018,0.003
86,46600,0.001,0.0036,0.0002,0.0017,0.0017,0.003
86,46700,0.001,0.0036,0.0002,0.0018,0.0017,0.003
86,46800,0.001,0.0037,0.0002,0.0018,0.0017,0.003
86,46900,0.001,0.0038,0.0002,0.0019,0.0017,0.003
87,47000,0.001,0.0047,0.0002,0.0023,0.0023,0.003
87,47100,0.001,0.0081,0.0002,0.0036,0.0044,0.0037
87,47200,0.001,0.0092,0.0002,0.0047,0.0043,0.0038
87,47300,0.001,0.0094,0.0002,0.005,0.0042,0.0038
87,47400,0.001,0.0091,0.0002,0.0048,0.004,0.0037
87,47500,0.001,0.0088,0.0002,0.0047,0.0039,0.0037
88,47600,0.001,0.0053,0.0002,0.0028,0.0023,0.0032
88,47700,0.001,0.0049,0.0002,0.0025,0.0022,0.0031
88,47800,0.001,0.0046,0.0002,0.0024,0.0021,0.0031
88,47900,0.001,0.0045,0.0002,0.0023,0.002,0.003
88,48000,0.001,0.0044,0.0002,0.0022,0.002,0.003
89,48100,0.001,0.0034,0.0001,0.0017,0.0016,0.0029
89,48200,0.001,0.0033,0.0002,0.0016,0.0015,0.0029
89,48300,0.001,0.0034,0.0002,0.0016,0.0016,0.0029
89,48400,0.001,0.0038,0.0002,0.0016,0.002,0.0029
89,48500,0.001,0.0041,0.0002,0.0017,0.0023,0.003
90,48600,0.001,0.0045,0.0002,0.0017,0.0026,0.003
90,48700,0.001,0.0039,0.0002,0.0016,0.0022,0.003
90,48800,0.001,0.0039,0.0002,0.0016,0.0021,0.003
90,48900,0.001,0.0038,0.0002,0.0016,0.0021,0.003
90,49000,0.001,0.0037,0.0002,0.0016,0.002,0.0029
90,49100,0.001,0.0037,0.0002,0.0016,0.0019,0.0029
91,49200,0.001,0.0035,0.0001,0.0017,0.0016,0.0028
91,49300,0.001,0.0033,0.0001,0.0016,0.0015,0.0028
91,49400,0.001,0.0033,0.0001,0.0017,0.0015,0.0028
91,49500,0.001,0.0034,0.0001,0.0017,0.0015,0.0028
91,49600,0.001,0.0034,0.0001,0.0017,0.0016,0.0028
92,49700,0.001,0.0033,0.0001,0.0017,0.0014,0.0028
92,49800,0.001,0.0035,0.0001,0.0018,0.0015,0.0028
92,49900,0.001,0.0037,0.0001,0.0021,0.0015,0.0028
92,50000,0.001,0.0049,0.0002,0.0032,0.0015,0.003
92,50100,0.001,0.0056,0.0002,0.0038,0.0016,0.0031
92,50200,0.001,0.0056,0.0002,0.0039,0.0016,0.0031
93,50300,0.001,0.0043,0.0001,0.0026,0.0015,0.0028
93,50400,0.001,0.0056,0.0002,0.0025,0.0029,0.003
93,50500,0.001,0.0061,0.0002,0.0025,0.0034,0.0032
93,50600,0.001,0.0062,0.0002,0.0025,0.0036,0.0032
93,50700,0.001,0.0064,0.0002,0.0024,0.0038,0.0032
94,50800,0.001,0.0047,0.0002,0.0018,0.0027,0.0029
94,50900,0.001,0.0043,0.0002,0.0016,0.0025,0.0029
94,51000,0.001,0.0041,0.0002,0.0016,0.0023,0.0028
94,51100,0.001,0.004,0.0001,0.0017,0.0022,0.0028
94,51200,0.001,0.004,0.0001,0.0017,0.0022,0.0028
94,51300,0.001,0.004,0.0001,0.0017,0.0022,0.0028
95,51400,0.001,0.0033,0.0001,0.0015,0.0017,0.0028
95,51500,0.001,0.0032,0.0001,0.0015,0.0016,0.0027
95,51600,0.001,0.0032,0.0001,0.0015,0.0016,0.0027
95,51700,0.001,0.0031,0.0001,0.0015,0.0015,0.0027
95,51800,0.001,0.0032,0.0001,0.0015,0.0015,0.0027
96,51900,0.001,0.003,0.0001,0.0016,0.0013,0.0026
96,52000,0.001,0.0032,0.0001,0.0017,0.0014,0.0027
96,52100,0.001,0.0031,0.0001,0.0016,0.0014,0.0027
96,52200,0.001,0.0031,0.0001,0.0017,0.0013,0.0027
96,52300,0.001,0.0032,0.0001,0.0017,0.0013,0.0027
96,52400,0.001,0.0033,0.0001,0.0018,0.0014,0.0027
97,52500,0.001,0.0032,0.0001,0.0018,0.0013,0.0026
97,52600,0.001,0.0032,0.0001,0.0018,0.0013,0.0026
97,52700,0.001,0.0034,0.0001,0.0019,0.0013,0.0026
97,52800,0.001,0.0036,0.0001,0.0021,0.0014,0.0027
97,52900,0.001,0.0041,0.0001,0.0025,0.0014,0.0027
98,53000,0.001,0.0058,0.0001,0.0041,0.0015,0.003
98,53100,0.001,0.0055,0.0001,0.0038,0.0016,0.0031
98,53200,0.001,0.0051,0.0001,0.0034,0.0015,0.003
98,53300,0.001,0.0051,0.0001,0.0034,0.0016,0.003
98,53400,0.001,0.0053,0.0001,0.0032,0.0019,0.003
98,53500,0.001,0.0058,0.0001,0.003,0.0026,0.003
99,53600,0.001,0.0056,0.0002,0.0018,0.0036,0.0033
99,53700,0.001,0.0051,0.0002,0.0017,0.0032,0.0031
99,53800,0.001,0.0047,0.0002,0.0017,0.0029,0.003
99,53900,0.001,0.0045,0.0001,0.0016,0.0027,0.0029
99,54000,0.001,0.0046,0.0001,0.0016,0.0028,0.0029
100,54100,0.001,0.0032,0.0001,0.0013,0.0017,0.0027
100,54200,0.001,0.0031,0.0001,0.0013,0.0017,0.0026
100,54300,0.001,0.0031,0.0001,0.0013,0.0016,0.0026
100,54400,0.001,0.0031,0.0001,0.0013,0.0016,0.0026
100,54500,0.001,0.0031,0.0001,0.0013,0.0016,0.0026
100,54600,0.001,0.0032,0.0001,0.0014,0.0016,0.0026
101,54700,0.001,0.0031,0.0001,0.0015,0.0014,0.0026
101,54800,0.001,0.0029,0.0001,0.0014,0.0014,0.0026
101,54900,0.001,0.0031,0.0001,0.0016,0.0014,0.0026
101,55000,0.001,0.0032,0.0001,0.0016,0.0014,0.0026
101,55100,0.001,0.0033,0.0001,0.0017,0.0014,0.0026
102,55200,0.001,0.0048,0.0001,0.0033,0.0013,0.0028
102,55300,0.001,0.005,0.0001,0.0035,0.0013,0.0028
102,55400,0.001,0.0049,0.0001,0.0032,0.0015,0.0028
102,55500,0.001,0.0051,0.0001,0.003,0.0019,0.0028
102,55600,0.001,0.0052,0.0001,0.0028,0.0023,0.0029
103,55700,0.001,0.0053,0.0001,0.0017,0.0034,0.0029
103,55800,0.001,0.0058,0.0002,0.0016,0.004,0.0032
103,55900,0.001,0.0053,0.0002,0.0016,0.0035,0.0031
103,56000,0.001,0.0048,0.0001,0.0016,0.0031,0.003
103,56100,0.001,0.0047,0.0001,0.0017,0.0028,0.0029
103,56200,0.001,0.0046,0.0001,0.0017,0.0027,0.0029
104,56300,0.001,0.0033,0.0001,0.0016,0.0016,0.0026
104,56400,0.001,0.0033,0.0001,0.0016,0.0015,0.0026
104,56500,0.001,0.0034,0.0001,0.0018,0.0015,0.0026
104,56600,0.001,0.0037,0.0001,0.002,0.0016,0.0026
104,56700,0.001,0.0039,0.0001,0.0022,0.0016,0.0027
105,56800,0.001,0.0045,0.0001,0.0024,0.0019,0.0029
105,56900,0.001,0.0049,0.0001,0.0027,0.002,0.0028
105,57000,0.001,0.0044,0.0001,0.0025,0.0018,0.0028
105,57100,0.001,0.0042,0.0001,0.0023,0.0018,0.0027
105,57200,0.001,0.0041,0.0001,0.0022,0.0018,0.0027
105,57300,0.001,0.0039,0.0001,0.002,0.0017,0.0027
106,57400,0.001,0.0027,0.0001,0.0013,0.0012,0.0025
106,57500,0.001,0.0027,0.0001,0.0013,0.0013,0.0025
106,57600,0.001,0.0027,0.0001,0.0013,0.0013,0.0025
106,57700,0.001,0.0027,0.0001,0.0013,0.0012,0.0025
106,57800,0.001,0.0028,0.0001,0.0014,0.0012,0.0025
107,57900,0.001,0.0029,0.0001,0.0012,0.0015,0.0025
107,58000,0.001,0.0027,0.0001,0.0012,0.0014,0.0025
107,58100,0.001,0.0027,0.0001,0.0012,0.0013,0.0025
107,58200,0.001,0.0027,0.0001,0.0012,0.0013,0.0024
107,58300,0.001,0.0027,0.0001,0.0013,0.0013,0.0024
107,58400,0.001,0.0027,0.0001,0.0013,0.0013,0.0024
108,58500,0.001,0.0028,0.0001,0.0013,0.0013,0.0024
108,58600,0.001,0.0029,0.0001,0.0014,0.0014,0.0024
108,58700,0.001,0.0032,0.0001,0.0017,0.0014,0.0025
108,58800,0.001,0.0038,0.0001,0.0022,0.0014,0.0026
108,58900,0.001,0.0046,0.0001,0.0028,0.0016,0.0028
109,59000,0.001,0.0059,0.0001,0.0026,0.0031,0.003
109,59100,0.001,0.0071,0.0001,0.0027,0.0043,0.0032
109,59200,0.001,0.007,0.0001,0.0024,0.0044,0.0032
109,59300,0.001,0.0066,0.0001,0.0024,0.004,0.0031
109,59400,0.001,0.0062,0.0001,0.0024,0.0037,0.003
109,59500,0.001,0.0057,0.0001,0.0023,0.0033,0.0029
110,59600,0.001,0.0031,0.0001,0.0014,0.0015,0.0025
110,59700,0.001,0.003,0.0001,0.0014,0.0015,0.0025
110,59800,0.001,0.003,0.0001,0.0014,0.0015,0.0025
110,59900,0.001,0.0032,0.0001,0.0016,0.0015,0.0025
110,60000,0.001,0.0032,0.0001,0.0016,0.0015,0.0025
111,60100,0.001,0.003,0.0001,0.0016,0.0012,0.0024
111,60200,0.001,0.0027,0.0001,0.0014,0.0012,0.0024
111,60300,0.001,0.0027,0.0001,0.0014,0.0012,0.0024
111,60400,0.001,0.0027,0.0001,0.0013,0.0012,0.0024
111,60500,0.001,0.0026,0.0001,0.0013,0.0012,0.0024
111,60600,0.001,0.0026,0.0001,0.0013,0.0012,0.0024
112,60700,0.001,0.0024,0.0001,0.0011,0.0011,0.0023
112,60800,0.001,0.0023,0.0001,0.0011,0.0011,0.0023
112,60900,0.001,0.0024,0.0001,0.0012,0.0011,0.0023
112,61000,0.001,0.0024,0.0001,0.0012,0.0011,0.0023
112,61100,0.001,0.0025,0.0001,0.0012,0.0012,0.0023
113,61200,0.001,0.0031,0.0001,0.0011,0.0018,0.0027
113,61300,0.001,0.003,0.0001,0.0011,0.0017,0.0025
113,61400,0.001,0.0043,0.0001,0.0012,0.003,0.0029
113,61500,0.001,0.0046,0.0001,0.0013,0.0031,0.003
113,61600,0.001,0.0044,0.0001,0.0013,0.003,0.0029
114,61700,0.001,0.0037,0.0001,0.0014,0.0021,0.0029
114,61800,0.001,0.0035,0.0001,0.0014,0.0019,0.0026
114,61900,0.001,0.0034,0.0001,0.0016,0.0017,0.0026
114,62000,0.001,0.0039,0.0001,0.0021,0.0016,0.0026
114,62100,0.001,0.0048,0.0001,0.003,0.0016,0.0027
114,62200,0.001,0.0051,0.0001,0.0034,0.0016,0.0028
115,62300,0.001,0.0037,0.0001,0.0024,0.0012,0.0025
115,62400,0.001,0.0033,0.0001,0.002,0.0011,0.0024
115,62500,0.001,0.0032,0.0001,0.0019,0.0011,0.0024
115,62600,0.001,0.0031,0.0001,0.0019,0.0011,0.0024
115,62700,0.001,0.0032,0.0001,0.0019,0.0011,0.0024
116,62800,0.001,0.0027,0.0001,0.0014,0.0012,0.0023
116,62900,0.001,0.0025,0.0001,0.0013,0.0011,0.0023
116,63000,0.001,0.0024,0.0001,0.0012,0.0011,0.0023
116,63100,0.001,0.0024,0.0001,0.0012,0.0011,0.0023
116,63200,0.001,0.0025,0.0001,0.0013,0.0011,0.0023
116,63300,0.001,0.0025,0.0001,0.0013,0.0011,0.0023
117,63400,0.001,0.0025,0.0001,0.0012,0.0012,0.0023
117,63500,0.001,0.0025,0.0001,0.0011,0.0012,0.0023
117,63600,0.001,0.0024,0.0001,0.0011,0.0012,0.0023
117,63700,0.001,0.0024,0.0001,0.0011,0.0011,0.0022
117,63800,0.001,0.0024,0.0001,0.0011,0.0012,0.0022
118,63900,0.001,0.0032,0.0001,0.001,0.0021,0.0026
118,64000,0.001,0.0028,0.0001,0.001,0.0017,0.0025
118,64100,0.001,0.0028,0.0001,0.001,0.0016,0.0024
118,64200,0.001,0.003,0.0001,0.001,0.0019,0.0024
118,64300,0.001,0.0031,0.0001,0.0011,0.0019,0.0025
118,64400,0.001,0.0031,0.0001,0.0011,0.0019,0.0025
119,64500,0.001,0.0035,0.0001,0.001,0.0023,0.0026
119,64600,0.001,0.0032,0.0001,0.0011,0.002,0.0025
119,64700,0.001,0.003,0.0001,0.0011,0.0017,0.0024
119,64800,0.001,0.003,0.0001,0.0011,0.0017,0.0024
119,64900,0.001,0.0029,0.0001,0.0011,0.0017,0.0024
120,65000,0.001,0.0026,0.0001,0.0012,0.0013,0.0024
120,65100,0.001,0.0025,0.0001,0.0012,0.0012,0.0023
120,65200,0.001,0.0025,0.0001,0.0012,0.0012,0.0023
120,65300,0.001,0.0032,0.0001,0.0019,0.0012,0.0024
120,65400,0.001,0.0038,0.0001,0.0024,0.0012,0.0025
120,65500,0.001,0.0044,0.0001,0.0031,0.0012,0.0026
121,65600,0.001,0.0041,0.0001,0.0028,0.0011,0.0026
121,65700,0.001,0.0036,0.0001,0.0024,0.0011,0.0024
121,65800,0.001,0.0033,0.0001,0.0021,0.0011,0.0024
121,65900,0.001,0.0032,0.0001,0.002,0.0011,0.0023
121,66000,0.001,0.0031,0.0001,0.0019,0.0011,0.0023
122,66100,0.001,0.0027,0.0001,0.0015,0.0011,0.0022
122,66200,0.001,0.0031,0.0001,0.0017,0.0012,0.0023
122,66300,0.001,0.0031,0.0001,0.0018,0.0012,0.0023
122,66400,0.001,0.0041,0.0001,0.0017,0.0022,0.0026
122,66500,0.001,0.0044,0.0001,0.0017,0.0025,0.0027
122,66600,0.001,0.0044,0.0001,0.0016,0.0026,0.0027
123,66700,0.001,0.0032,0.0001,0.0011,0.002,0.0024
123,66800,0.001,0.0036,0.0001,0.0011,0.0023,0.0025
123,66900,0.001,0.0035,0.0001,0.0011,0.0023,0.0025
123,67000,0.001,0.0033,0.0001,0.0011,0.0021,0.0025
123,67100,0.001,0.0033,0.0001,0.0011,0.0021,0.0024
124,67200,0.001,0.0024,0.0001,0.001,0.0013,0.0023
124,67300,0.001,0.0023,0.0001,0.001,0.0012,0.0022
124,67400,0.001,0.0023,0.0001,0.001,0.0012,0.0022
124,67500,0.001,0.0023,0.0001,0.0011,0.0011,0.0022
124,67600,0.001,0.0023,0.0001,0.0011,0.0011,0.0022
124,67700,0.001,0.0023,0.0001,0.0011,0.0011,0.0022
125,67800,0.001,0.0021,0.0001,0.001,0.001,0.0022
125,67900,0.001,0.0025,0.0001,0.0014,0.001,0.0022
125,68000,0.001,0.0024,0.0001,0.0013,0.001,0.0022
125,68100,0.001,0.0025,0.0001,0.0014,0.001,0.0022
125,68200,0.001,0.0025,0.0001,0.0014,0.001,0.0022
126,68300,0.001,0.0022,0.0001,0.0011,0.0009,0.0022
126,68400,0.001,0.0022,0.0001,0.0011,0.0009,0.0021
126,68500,0.001,0.0028,0.0001,0.0017,0.001,0.0022
126,68600,0.001,0.0041,0.0001,0.0027,0.0013,0.0025
126,68700,0.001,0.0044,0.0001,0.0028,0.0014,0.0026
127,68800,0.001,0.0027,0.0001,0.0014,0.0012,0.0023
127,68900,0.001,0.0027,0.0001,0.0015,0.0011,0.0022
127,69000,0.001,0.0027,0.0001,0.0015,0.0011,0.0022
127,69100,0.001,0.0026,0.0001,0.0015,0.0011,0.0022
127,69200,0.001,0.0026,0.0001,0.0014,0.0011,0.0022
127,69300,0.001,0.0025,0.0001,0.0014,0.0011,0.0022
128,69400,0.001,0.0019,0.0001,0.0009,0.0009,0.0021
128,69500,0.001,0.002,0.0001,0.0009,0.0009,0.0021
128,69600,0.001,0.002,0.0001,0.0009,0.001,0.0021
128,69700,0.001,0.002,0.0001,0.0009,0.001,0.0021
128,69800,0.001,0.002,0.0001,0.0009,0.001,0.0021
129,69900,0.001,0.0021,0.0001,0.0009,0.0011,0.0021
129,70000,0.001,0.002,0.0001,0.0009,0.001,0.0021
129,70100,0.001,0.002,0.0001,0.0009,0.001,0.0021
129,70200,0.001,0.002,0.0001,0.0009,0.001,0.0021
129,70300,0.001,0.002,0.0001,0.0009,0.001,0.0021
129,70400,0.001,0.002,0.0001,0.0009,0.001,0.0021
130,70500,0.001,0.002,0.0001,0.0009,0.001,0.0021
130,70600,0.001,0.002,0.0001,0.0009,0.0011,0.0021
130,70700,0.001,0.0021,0.0001,0.0009,0.0011,0.0021
130,70800,0.001,0.0024,0.0001,0.0009,0.0014,0.0022
130,70900,0.001,0.0034,0.0001,0.001,0.0023,0.0025
131,71000,0.001,0.005,0.0001,0.0013,0.0035,0.0031
131,71100,0.001,0.0044,0.0001,0.0012,0.003,0.0027
131,71200,0.001,0.0044,0.0001,0.0014,0.0028,0.0027
131,71300,0.001,0.0047,0.0001,0.0021,0.0025,0.0027
131,71400,0.001,0.0047,0.0001,0.0022,0.0024,0.0026
131,71500,0.001,0.0046,0.0001,0.0022,0.0023,0.0026
132,71600,0.001,0.0035,0.0001,0.0021,0.0013,0.0023
132,71700,0.001,0.0031,0.0001,0.0017,0.0012,0.0022
132,71800,0.001,0.0029,0.0001,0.0016,0.0012,0.0022
132,71900,0.001,0.0027,0.0001,0.0015,0.0011,0.0022
132,72000,0.001,0.0027,0.0001,0.0014,0.0011,0.0022
133,72100,0.001,0.0019,0.0001,0.0009,0.0009,0.0021
133,72200,0.001,0.0019,0.0001,0.0009,0.0009,0.002
133,72300,0.001,0.0019,0.0001,0.0009,0.0009,0.002
133,72400,0.001,0.0019,0.0001,0.0009,0.0009,0.002
133,72500,0.001,0.0019,0.0001,0.0009,0.0009,0.002
133,72600,0.001,0.0019,0.0001,0.0009,0.0009,0.002
134,72700,0.001,0.005,0.0001,0.0039,0.001,0.0028
134,72800,0.001,0.005,0.0001,0.0039,0.001,0.0027
134,72900,0.001,0.0045,0.0001,0.0034,0.0009,0.0026
134,73000,0.001,0.0042,0.0001,0.0031,0.0009,0.0025
134,73100,0.001,0.004,0.0001,0.0029,0.0009,0.0025
135,73200,0.001,0.0027,0.0001,0.0017,0.001,0.0022
135,73300,0.001,0.0025,0.0001,0.0014,0.0009,0.0021
135,73400,0.001,0.0023,0.0001,0.0013,0.0009,0.0021
135,73500,0.001,0.0022,0.0001,0.0012,0.0009,0.0021
135,73600,0.001,0.0022,0.0001,0.0012,0.0009,0.002
135,73700,0.001,0.0022,0.0001,0.0011,0.0009,0.002
136,73800,0.001,0.0018,0.0001,0.0009,0.0009,0.002
136,73900,0.001,0.0018,0.0001,0.0008,0.0009,0.002
136,74000,0.001,0.0019,0.0001,0.0008,0.0009,0.002
136,74100,0.001,0.0019,0.0001,0.0008,0.001,0.002
136,74200,0.001,0.002,0.0001,0.0009,0.001,0.002
137,74300,0.001,0.0022,0.0001,0.001,0.0011,0.0021
137,74400,0.001,0.0025,0.0001,0.0009,0.0014,0.0022
137,74500,0.001,0.0031,0.0001,0.0009,0.002,0.0023
137,74600,0.001,0.0038,0.0001,0.0009,0.0027,0.0025
137,74700,0.001,0.004,0.0001,0.001,0.0029,0.0026
137,74800,0.001,0.004,0.0001,0.001,0.0029,0.0026
138,74900,0.001,0.0033,0.0001,0.0009,0.0022,0.0024
138,75000,0.001,0.0034,0.0001,0.001,0.0023,0.0025
138,75100,0.001,0.0034,0.0001,0.001,0.0023,0.0025
138,75200,0.001,0.0032,0.0001,0.001,0.0021,0.0024
138,75300,0.001,0.003,0.0001,0.001,0.0019,0.0023
139,75400,0.001,0.0021,0.0001,0.0009,0.0011,0.0021
139,75500,0.001,0.002,0.0001,0.0009,0.0011,0.002
139,75600,0.001,0.002,0.0001,0.0009,0.001,0.002
139,75700,0.001,0.002,0.0001,0.0009,0.001,0.002
139,75800,0.001,0.002,0.0001,0.0009,0.001,0.002
140,75900,0.001,0.0036,0.0001,0.0026,0.0009,0.0022
140,76000,0.001,0.0047,0.0001,0.0037,0.0009,0.0025
140,76100,0.001,0.0046,0.0001,0.0035,0.0009,0.0025
140,76200,0.001,0.0041,0.0001,0.0031,0.0009,0.0024
140,76300,0.001,0.0038,0.0001,0.0027,0.0009,0.0023
140,76400,0.001,0.0035,0.0001,0.0025,0.0009,0.0023
141,76500,0.001,0.0025,0.0001,0.0014,0.0009,0.0021
141,76600,0.001,0.0023,0.0001,0.0013,0.0009,0.0021
141,76700,0.001,0.0025,0.0001,0.0015,0.0009,0.0021
141,76800,0.001,0.0026,0.0001,0.0016,0.0009,0.0021
141,76900,0.001,0.0025,0.0001,0.0015,0.0009,0.0021
142,77000,0.001,0.002,0.0001,0.0012,0.0007,0.002
142,77100,0.001,0.0019,0.0001,0.001,0.0008,0.002
142,77200,0.001,0.0019,0.0001,0.001,0.0008,0.002
142,77300,0.001,0.0019,0.0001,0.0009,0.0008,0.002
142,77400,0.001,0.0018,0.0001,0.0009,0.0008,0.002
142,77500,0.001,0.0019,0.0001,0.0009,0.0009,0.002
143,77600,0.001,0.0017,0.0001,0.0008,0.0009,0.002
143,77700,0.001,0.0017,0.0001,0.0007,0.0009,0.0019
143,77800,0.001,0.0017,0.0001,0.0007,0.0009,0.0019
143,77900,0.001,0.0017,0.0001,0.0007,0.0009,0.0019
143,78000,0.001,0.0017,0.0001,0.0007,0.0009,0.0019
144,78100,0.001,0.0018,0.0001,0.0008,0.0009,0.0019
144,78200,0.001,0.0018,0.0001,0.0007,0.0009,0.002
144,78300,0.001,0.0018,0.0001,0.0008,0.0009,0.002
144,78400,0.001,0.0018,0.0001,0.0008,0.0009,0.002
144,78500,0.001,0.0018,0.0001,0.0008,0.0009,0.002
144,78600,0.001,0.0018,0.0001,0.0008,0.0009,0.002
145,78700,0.001,0.0035,0.0001,0.0008,0.0025,0.0024
145,78800,0.001,0.0049,0.0001,0.0009,0.0038,0.003
145,78900,0.001,0.005,0.0001,0.001,0.0039,0.0031
145,79000,0.001,0.0051,0.0001,0.0013,0.0037,0.003
145,79100,0.001,0.0054,0.0001,0.0018,0.0034,0.003
146,79200,0.001,0.004,0.0001,0.0024,0.0015,0.0023
146,79300,0.001,0.0035,0.0001,0.0021,0.0013,0.0022
146,79400,0.001,0.0033,0.0001,0.0019,0.0012,0.0022
146,79500,0.001,0.0032,0.0001,0.0019,0.0012,0.0021
146,79600,0.001,0.0031,0.0001,0.0018,0.0012,0.0021
146,79700,0.001,0.003,0.0001,0.0018,0.0011,0.0021
147,79800,0.001,0.002,0.0001,0.0011,0.0008,0.002
147,79900,0.001,0.0019,0.0001,0.001,0.0008,0.0019
147,80000,0.001,0.002,0.0001,0.001,0.0008,0.0019
147,80100,0.001,0.0019,0.0001,0.001,0.0008,0.0019
147,80200,0.001,0.0019,0.0001,0.001,0.0008,0.0019
148,80300,0.001,0.0016,0.0001,0.0008,0.0007,0.0019
148,80400,0.001,0.0026,0.0001,0.0008,0.0017,0.0022
148,80500,0.001,0.0031,0.0001,0.0008,0.0022,0.0024
148,80600,0.001,0.0033,0.0001,0.0008,0.0023,0.0024
148,80700,0.001,0.0032,0.0001,0.0008,0.0022,0.0024
148,80800,0.001,0.003,0.0001,0.0008,0.002,0.0023
149,80900,0.001,0.0019,0.0001,0.0008,0.001,0.002
149,81000,0.001,0.0018,0.0001,0.0008,0.001,0.002
149,81100,0.001,0.0018,0.0001,0.0008,0.0009,0.002
149,81200,0.001,0.0019,0.0001,0.0008,0.001,0.002
149,81300,0.001,0.0019,0.0001,0.0008,0.001,0.0019
150,81400,0.001,0.0016,0.0001,0.0007,0.0008,0.0019
150,81500,0.001,0.0016,0.0001,0.0007,0.0008,0.0019
150,81600,0.001,0.0016,0.0001,0.0007,0.0008,0.0019
150,81700,0.001,0.0016,0.0001,0.0007,0.0008,0.0019
150,81800,0.001,0.0016,0.0001,0.0007,0.0008,0.0019
150,81900,0.001,0.0016,0.0001,0.0007,0.0008,0.0019
151,82000,0.001,0.0015,0.0001,0.0007,0.0007,0.0019
151,82100,0.001,0.0015,0.0001,0.0007,0.0007,0.0019
